title,author,country,n_pos_sents,n_neg_sents,n_neu_sents
"Ministry probes retailer, online platforms selling pricey masks , Singapore",Hidayah Iskandar,SG,1,12,4
Embassy of PR China’s letter to BiH public regarding the coronavirus epidemic | FENA,,BA,6,22,2
Research houses have mixed views on Bursa Malaysia,,MY,4,16,5
N Korea delays removal of S Korean facilities over outbreak,KIM TONG-HYUNG,PH,2,9,9
No need to change Canada’s plans after WHO declares global emergency,John Marchesan,CA,2,23,4
TRAVEL WARNING: US State Department issues 'do not travel' warning to China as coronavirus spreads,KTRK,US,2,3,4
Update on the latest in business:,News Staff,CA,10,23,27
WHO Declares Coronavirus Outbreak A Global Health Emergency,Merrit Kennedy,US,6,28,22
Matildas to face China despite outbreak,Matt Encarnacion and Ed Jackson,AU,8,8,4
Mixed reviews for airline that operated evacuation flight from China to UK,PA,US,2,7,1
Coronavirus fake cures being removed by Facebook,Travis Pittman (TEGNA),US,3,11,3
Qantas readies crews for evacuation of Australians from China,Anthony Galloway,AU,3,29,9
"Höchste Warnstufe: USA sprechen Reisewarnung für China aus, Berlin empfiehlt Verschiebung der Reisepläne",Maarten Schenk,NL,1,3,8
GOT7's Singapore show has been postponed,Surej Singh,US,2,4,3
Tokyo Olympic organisers ‘collaborating with experts’ over coronavirus outbreak,heraldscotland.com,GB,4,11,7
Coronavirus: ASX slips as China-linked stocks feel virus heat,smh.com.au,AU,3,7,6
US issues level 4 advisory to its citizens not to travel to China,,US,3,9,8
Lunchtime ASX small cap wrap: Who’s freaking out today?,Reuben Adams,AU,3,4,3
Johnson & Johnson working on coronavirus vaccine,,GB,3,6,2
Coronavirus in UK LIVE: Flight carrying Brit evacuees lands as 2 cases confirmed,mirrornews@mirror.co.uk (Chris Kitching),GB,4,30,6
"SA treating common flu with suspicion amid coronavirus, says Mkhize",ANA Reporter,ZA,2,15,6
Coronavirus: First two patients in UK receiving treatment at specialist centre,,GB,3,21,8
The Impeachment Witness Battle Heats Up - Sputnik International,Lee Stranahan,RU,5,3,6
Unions say workers’ welfare a ‘prime concern’ amid coronavirus outbreak,,GB,1,17,1
"Delta, American Airlines suspend flights between U.S., China",,US,12,20,19
Why China can't recover quickly from coronavirus outbreak like it did with SARS,arcamax.com,US,9,28,10
"WHO Declares Novel Coronavirus Outbreak Constitutes Global Emergency, Calls For International Cooperation, ‘Facts, Not Fear’",,US,1,11,7
'Contagion' is now one of the most popular movies on iTunes because of the Wuhan coronavirus outbreak. Here's how it compares to reality,,US,0,2,1
"Coronavirus May Strengthen U.S Jobs, Says Wilbur Ross",Adepeju Aina,NG,3,4,4
"Despite public fear, risk of coronavirus in Okanagan low",Jesse Day,US,6,17,6
Ailing SD County Resident Tests Negative For Coronavirus | KPBS,City News Service,US,3,4,5
"Coronavirus outbreak is now a 'public health emergency,' WHO says | | News For Tomorrow",News Master,US,5,12,6
Vietnam confirms 3 new cases of 2019-nCoV,Reuters,PH,5,2,2
Plane to help Canadians leave China awaits Chinese approval: official,,US,1,5,1
Facebook To Remove False Claims Related To Coronavirus,,DE,0,7,2
Suspected case of coronavirus found in Dallas | KLBK | KAMC | EverythingLubbock.com,Staff,US,3,2,2
Coronavirus: Britons on evacuation flight home from Wuhan,,IN,0,2,2
The Latest: South Korea reports 4 more cases of virus,The Associated Press,US,2,11,13
Snooker’s China Open postponed in wake of deadly coronavirus crisis as first UK victims emerge,Rob Maul,GB,0,2,1
"Poorer countries suffer most from global health crises, we need help to handle coronavirus | Dr Claude Posala | World news | The Guardian",msn.com,US,0,0,1
Universal coronavirus treatments could help treat this outbreak — and the next one – The Verge,Admin,US,5,22,12
"5 Million People Left Wuhan, China Before Travel Restrictions Imposed - Julie Reichwein",,US,18,27,10
Coronavirus: Air India special flight to evacuate Indians from Wuhan,Sagar Kulkarni,US,0,7,3
CSL postponed due to coronavirus,,DE,1,5,4
Amazon.com-Aktie legt deutlich zu!,,DE,3,0,2
Screening tourists at our airports as a preventative measure,Naim Borges,US,1,1,1
"[Watch]Health Minister Media Briefing on Coronavirus , 31 January 2020",SABC News,ZA,0,2,3
"Because the coronavirus spreads, worry is fueling racism and xenophobia - NEWPAPER24 - Newpaper24 - Global online News around the World",,DE,11,37,12
Raza Rabbani asks govt to take steps to evacuate Pakistanis from China,,PK,2,10,3
Coronavirus outbreak declared a global health emergency | Newstalk,Michael Staines,US,0,13,6
"After 213 deaths, 10,000 reported cases, WHO finally declares Wuhan coronavirus 'a global emergency', will it help?",Science,SG,4,8,3
"Economist who counted $54.5 billion Sars cost sees bigger hit from Wuhan virus, Economy",straitstimes.com,SG,4,11,7
'New dawn' or 'biggest gamble'? UK headlines on Brexit day,,US,5,12,2
5G Launches In Wuhan Weeks Before Coronavirus Outbreak,Banned Video,US,1,4,3
WHO Coronavirus Emergency Could Devastate The Stock Market – XBT.MONEY,,US,18,11,17
Forex - Yuan Flat as WHO Says China Can “Reverse the Tide” of Coronavirus’ Spread By Investing.com,investing.com,AU,2,8,3
Chinese Super League clubs determined not to be held to ransom by players after coronavirus outbreak,,GB,0,1,1
UN agency declares global emergency over virus from China | 650 CKOM,Associated Press,US,7,21,11
"NZD/USD: Risk-off recalls nine-week bottom, sub-0.6500 zone, ahead of China data",,US,4,5,6
More airlines drop flights to China as virus spreads,Tanadatet,US,6,27,26
TRAVEL BAN REQUEST,joel@getintheloop.com.au (Editor),US,0,13,4
Matildas' qualifiers decision imminent,Ed Jackson,AU,5,9,1
"SE Asia Stocks-Post heavy losses as virus toll passes 200, rattles sentiment",Arpit Nayak,US,5,8,3
"Wuhan virus: Scoot to suspend flights between Singapore and 11 Chinese cities, Singapore Airlines to reduce capacity",,SG,0,4,6
Coronavirus declared global health emergency by WHO,Administrator,US,6,20,10
Patient at Auckland Hospital with symptoms that fit coronavirus,Loop Pacific,IE,2,11,1
"Ghana holds rate on balanced risks to growth, inflation",contributors,US,22,40,44
EAM Jaishankar thanks Chinese FM Wang Yi for help in evacuation of Indians from Wuhan,,IN,4,5,9
Coronavirus fears increase as Wuhan's football team arrives to train in Sotogrande,,ES,2,8,0
New cases of human-to-human coronavirus transmission now reported in Taiwan and Japan – NaturalNews.com,Ethan Huff,US,7,16,6
Departing Bank of England governor sets his sights on post-carbon economy,thenational.ae,AE,0,25,8
Negative test for woman on Italian ship,canberratimes.com.au,AU,4,23,4
"Rouble recovers from 7-week lows, with an eye on oil and China virus - Nasdaq",,US,2,6,5
Huge cost attributed to keeping power bills down,smh.com.au,AU,25,53,25
Impeachment Trial: Americans Lean Against Removal:,JED GRAHAM,US,10,13,15
GENOMICA is developing new Wuhan coronavirus diagnostic kit,,US,1,3,5
NOT REAL NEWS: A look at what didn’t happen this week,News Staff,CA,14,24,18
"'We are on high alert' - No confirmed coronavirus cases in SA, says Health Minister Zweli Mkhize",Maarten Schenk,NL,0,1,2
"SBI share price spikes as Q3 net profit jumps, asset quality improves",FE Online,US,0,4,12
Coronavirus outbreak: Tourism operators could need financial help as cancellations rise,Angelita Sharma,FJ,2,9,5
From China to Vietnam: Highlighting how the coronavirus spreads from person to person,,ZA,0,1,0
News Corp. Launches Knewz Platform as Google Search Alternative - BNN Bloomberg,Gerry Smith,CA,0,7,5
The Crow May Get Another Chance At Life (Again),James Whitbrook and Gordon Jackson,AU,6,10,12
CDC confirms first human-to-human transmission of coronavirus in the U.S.,Abby Haglage,US,2,15,3
Coronavirus: Death toll rises to 170 as nations accelerate China evacuations,soter,IE,4,23,9
Boston Symphony cancels Asia tour amid China virus outbreak - Westport News,Philip Marcelo,US,2,8,6
Cruise ship passengers tested for coronavirus,Washington Post National,US,0,1,0
W.H.O. Declares Global Emergency as Wuhan Coronavirus Spreads,IBC News Bureau,US,3,15,7
Man who works at coronavirus-hit firm is Germany's seventh case,,ZA,5,6,12
"Paranoia, discriminación y largas colas: la llegada del coronavirus trastoca la vida de los italianos.",,AR,0,0,1
Coronavirus: Travel works to support clients as virus spreads,James Chapple,US,6,19,9
Coronavirus: First two patients in UK receiving treatment at specialist centre,,GB,2,24,7
Australians could leave Wuhan on Monday,Steven Trask,AU,0,1,4
Banks to ease loan repayment requirements | Business | China Daily,,,4,16,4
Hong Kong Protesters Refocus Ire on City’s Handling of Coronavirus Crisis,Chuin-Wei Yap,US,0,2,1
"Love Knots, January 31, 2020 | Inquirer Entertainment",inquirer.net,PH,1,1,1
Health Minister Provides Update On Coronavirus,Bernews8,US,8,24,13
"LPGA cancels China event, citing viral outbreak concerns - Westport News",,US,1,1,5
Matches at Olympic tournament delayed due to China virus,kulr8.com,US,2,4,5
USD/JPY buyers try to keep some upside potential above the 109.00 level,,US,0,2,4
Apple supply chain braces for disruption from coronavirus,Bloomberg,US,4,19,5
China's efforts to curb epidemic outflow effective: expert - People's Daily Online,,CN,0,8,1
McDonald’s closes all branches in virus-hit Chinese province,Indiaretailing Bureau,SG,0,10,0
Healthcare company Novacyt launches new coronavirus test | News | WTVB,Midwest Communications Inc.,US,1,4,3
Baguio crowd drawing events postponed,Dexter A. See,US,1,1,4
"Economies of Singapore, Thailand to be hardest hit in Asean by Wuhan virus, says report | Money",malaymail.com,MY,5,34,13
WATCH: WHO declares global health emergency over coronavirus,Caxton Central,ZA,1,3,0
"Stocks Finishing on Poor Note, while the Dollar and Bonds Firm",noreply@blogger.com (Marc Chandler),US,25,32,32
US advises against travel to China; virus declared emergency,Ken Moritsugu The Associated Press,CA,8,25,15
Teste descarta novo coronavírus em cruzeiro com 7 mil pessoas que ficou bloqueado na Itália,"O Globo, com agências internacionais",BR,3,1,21
"Chinese tourists cancel trips to Canadian hotspots such as Banff, Yellowknife | 650 CKOM",The Canadian Press,US,4,16,13
Coronavirus Emergency: Indian Army Sets Up Quarantine Facility In Haryana For Indians Returning From China,Swarajya Staff,US,2,3,4
,Double_a_92,US,0,0,2
UN agency declares global emergency over virus from China,khq.com,US,13,29,15
"China virus deaths hit 213, nearly 2,000 new cases",,PK,0,2,0
Facebook’s trust problem isn’t about being understood,Casey Newton,US,21,47,23
"Top 10 world news today: Brexit, WHO declares coronavirus a global emergency, Turkey warns Syria and more - WION",,US,4,7,7
"Wary of irking China, Trump offers rosy take on virus threat",The Associated Press,CA,14,22,10
"Apple, more than most companies, stands to lose from the coronavirus outbreak | Us World News | fox10tv.com",Clare Duffy,US,7,25,5
Jamaica’s Health Minister Says There is No Coronavirus on the Island.,NewsPower SR,US,2,2,2
What is a super spreader? An infectious disease expert explains,Team,AU,12,18,11
WHO Declares Coronavirus Outbreak A Global Health Emergency,Merrit Kennedy,US,6,28,22
China death toll from virus rises to 213,,AU,2,15,8
,Dark Chocolate,PH,0,0,1
Air India's special flight to leave for Wuhan today to evacuate Indians,Asia News International,IN,0,6,3
Aussie in Wuhan supports evacuation option,Michael Doyle,AU,1,14,3
Wang Qiang’s Australian Open run shows Chinese tennis is in need of new star,Jonathan White,HK,4,22,12
"Coronavirus UPDATE – confirmed cases exceed SARS outbreak, death toll reaches 213",The Thaiger,US,4,18,6
,WayTruthLifeJesus,US,0,0,3
"Oxford Nanopore Sequencers Have Left UK for China, to Support Rapid, Near-sample Coronavirus Sequencing for Outbreak Surveillance",,GB,6,8,6
WATCH: WHO declares global health emergency over coronavirus,Caxton Central,ZA,1,3,0
Brunet & Neumann du 31 janvier : Il y a des menaces plus lourdes pour les Français que le coronavirus - 13h/14h,Radio Brunet,GB,2,3,9
Friday Morning Spice,Seth Rotherham,ZA,5,9,9
Wall St ends higher after WHO declaration,AAP Newswire (aap@cognitives.io),AU,5,7,7
Coronavirus latest: Pet lovers flock to buy masks for their dogs | World | News,Ciaran McGrath,GB,1,10,1
GGRAsia Taiwan folk warned of risk re Philippine gaming jobs,,US,2,8,0
Australia's coronavirus outbreak,AAP Newswire (aap@cognitives.io),AU,0,2,2
"Chinese premier urges vaccine, medicine development against epidemic - Xinhua | English.news.cn",,CN,5,4,2
China singles out new coronavirus-related medical waste for treatment - Xinhua | English.news.cn,,CN,0,2,2
,Peter,GB,0,1,0
Statement from the four UK Chief Medical Officers on Novel Coronavirus,HM Government,GB,1,3,2
World Health Organization declares coronavirus a 'public health emergency of international concern',,US,2,2,3
Top 8 innovations at Arab Health | Health,gulfnews.com,AE,9,16,14
Crain’s Headlines: United Scales Back Flights to China,WTTW News,US,2,6,6
"Fever alarms, paranoia as masked passengers fly from China",Associated Press,US,9,26,12
American Airlines pilots sue to halt flights to China,"DAVID KOENIG, AP Airlines Writer",US,1,8,6
"Delta, American Airlines suspend flights between US, China","Cathy Bussewitz, Joseph Pisani And Rachel Lerman, The Associated Press",US,11,19,21
State Department elevates China travel advisory to 'Do Not Travel' due to coronavirus,,US,1,9,6
"Delta, American, and United just suspended all China flights, a red flag as the unprecedented coronavirus wreaks havoc on the airline industry",interweb,US,2,6,6
COSTA ALMERIA NEWS: Winter sports market key to year-round tourism in Mojacar,euroweeklynews.com,US,4,10,5
Ontario to announce third case of coronavirus,The Canadian Press,US,2,12,3
"Delta, American Airlines suspend flights between US, China","Cathy Bussewitz, Joseph Pisani And Rachel Lerman, The Associated Press",US,11,19,21
US warns citizens against travel to China as virus toll passes 200,,US,1,19,14
"Fed's Clarida: U.S. economy in good place, coronavirus a 'wildcard'",,US,1,15,3
Influencers and the coronavirus - Video - CityNews Edmonton,,CA,1,6,9
US advises against travel to China; virus declared emergency | FOX40,Associated Press,US,6,22,13
,madison,US,2,0,2
World Health Organization Declares Health Emergency on Coronavirus,Tommy Weir,US,13,29,15
Matches at Olympic tournament delayed due to China virus,,US,2,5,8
"This Just In: Gambling giants unite, and another board that never meets",Mike McDermott Journal Managing Editor,US,2,7,6
American evacuated from China quarantined at California base | FOX40,Associated Press,US,3,9,2
Chirp Chirp – 30 January 2020,John Rendon,US,0,2,3
"Chicago woman infects husband with coronavirus, first human-to-human spread in US | ArkLaTexHomepage",,US,5,4,5
Coronavirus: 58 Telugu techies stranded in Wuhan want to return home,ANI,IN,2,14,4
US ells citizens not to travel to China as virus toll tops 200,Reuters,KE,7,18,13
"China set to slash crude throughput, imports as coronavirus dents consumption",,CA,0,1,0
Pak won't evacuate citizens from virus-hit Wuhan to show solidarity with China: Official,aninews.in,IN,1,13,3
